# Version = 1.0.1, Revision date = 13-Dec-2019
# Energies of bodies read from file SunEarthMars.txt, at each time step.
# Time_step	Potential_energy	Kinetic_energy	Total_energy
5422	-11321791999733991755201022712086528.000000	2829050913724797548509038571945984.000000	-8492741086009193630231231836717056.000000
5423	-11321797646050530179077455220834304.000000	2829053736882753165798001763942400.000000	-8492743909167777589740205760315392.000000
5424	-11321803295770647376034917320228864.000000	2829056561742498746088232054685696.000000	-8492746734028148629946685265543168.000000
5425	-11321808948891843812251421366026240.000000	2829059388302782793086478711783424.000000	-8492749560589060442704190350819328.000000
5426	-11321814605411615342218961286594560.000000	2829062216562354963420995609690112.000000	-8492752388849259802337213373480960.000000
5427	-11321820265327457820429531010301952.000000	2829065046519963184337779712589824.000000	-8492755218807494636091751297712128.000000
5428	-11321825928636869407218133679210496.000000	2829067878174354230161323377819648.000000	-8492758050462515177056810301390848.000000
5429	-11321831595337336733704726366912512.000000	2829070711524273722294614355869696.000000	-8492760883813062434949359707619328.000000
5430	-11321837265426353348538293788082176.000000	2829073546568467282140640397230080.000000	-8492763718857886642858405694275584.000000
5431	-11321842938901410494524811443699712.000000	2829076383305679954641636948967424.000000	-8492766555595729963422422191308800.000000
5432	-11321848615759990191098217979969536.000000	2829079221734654478896830244454400.000000	-8492769394025335712201387735515136.000000
5433	-11321854295999576763535461256790016.000000	2829082061854133594005446517063680.000000	-8492772234145442593069262436302848.000000
5434	-11321859979617656842956498347753472.000000	2829084903662858309684455089897472.000000	-8492775075954798533272043257856000.000000
5435	-11321865666611712448795267899064320.000000	2829087747159570212111577589481472.000000	-8492777919452142236683690309582848.000000
5436	-11321871356979218682956680915845120.000000	2829090592343008581621526428647424.000000	-8492780764636210101335154487197696.000000
5437	-11321877050717659870717685257994240.000000	2829093439211912122088261716803584.000000	-8492783611505747748629423541190656.000000
5438	-11321882747824504196454164289552384.000000	2829096287765018384464238956511232.000000	-8492786460059485811989925333041152.000000
5439	-11321888448297231373757047443030016.000000	2829099138001064919701913650331648.000000	-8492789310296166454055133792698368.000000
5440	-11321894152133311892845227296161792.000000	2829101989918788125832236693979136.000000	-8492792162214523767012990602182656.000000
5441	-11321899859330216243937596426682368.000000	2829104843516922671503902072897536.000000	-8492795015813294148894446657208320.000000
5442	-11321905569885410305567028984938496.000000	2829107698794203225365603772530688.000000	-8492797871091207080201425212407808.000000
5443	-11321911283796366873795426762358784.000000	2829110555749363303144531171475456.000000	-8492800728047003570650895590883328.000000
5444	-11321917001060547215469645481902080.000000	2829113414381134691185616738058240.000000	-8492803586679411947823276440420352.000000
5445	-11321922721675417209122559293915136.000000	2829116274688252058137554457722880.000000	-8492806446987165150985004836192256.000000
5446	-11321928445638428898228987066580992.000000	2829119136669442002198506067984384.000000	-8492809308968986896030480998596608.000000
5447	-11321934172947057384693839805022208.000000	2829122000323436309713404037169152.000000	-8492812172623621651441188071276544.000000
5448	-11321939903598752406148927163727872.000000	2829124865648964461184171619909632.000000	-8492815037949788521425507847241728.000000
5449	-11321945637590970617755086438268928.000000	2829127732644754207730475160567808.000000	-8492817904946215833563858974277632.000000
5450	-11321951374921164062987136496828416.000000	2829130601309532147550476396658688.000000	-8492820773611631915436660100169728.000000
5451	-11321957115586787091162905421283328.000000	2829133471642025455303089369120768.000000	-8492823643944761635859816052162560.000000
5452	-11321962859585291745757212079816704.000000	2829136343640957846882714298351616.000000	-8492826515944334475335250084888576.000000
5453	-11321968606914127764401866126917632.000000	2829139217305055344026760618442752.000000	-8492829389609072996835857811898368.000000
5454	-11321974357570740273042658789687296.000000	2829142092633040509708123942944768.000000	-8492832264937699763334534846742528.000000
5455	-11321980111552574397625381295226880.000000	2829144969623637636281956795678720.000000	-8492835141928936184882672196124672.000000
5456	-11321985868857077569938834084331520.000000	2829147848275566980878145576501248.000000	-8492838020581510589060688507830272.000000
5457	-11321991629481683386713762315632640.000000	2829150728587549953548081292115968.000000	-8492840900894132856704928720093184.000000
5458	-11321997393423839279738966429925376.000000	2829153610558307964343154949226496.000000	-8492843782865531315395811480698880.000000
5459	-11322003160680983457431210013229056.000000	2829156494186557811628739127148544.000000	-8492846666494425069341718582657024.000000
5460	-11322008931250547210678229010481152.000000	2829159379471019176073967922315264.000000	-8492849551779528611065013391589376.000000
5461	-11322014705129968747896787007700992.000000	2829162266410408856044213914042368.000000	-8492852438719559891852573093658624.000000
5462	-11322020482316681665817629163520000.000000	2829165155003443073444097378222080.000000	-8492855327313238015912779481874432.000000
5463	-11322026262808119561171500636569600.000000	2829168045248838050178238590746624.000000	-8492858217559282087454014349246464.000000
5464	-11322032046601704501474100517011456.000000	2829170937145308855229753220661248.000000	-8492861109456395069783594992926720.000000
5465	-11322037833694872389299183177170944.000000	2829173830691568828199500026740736.000000	-8492864003003304137560435453853696.000000
5466	-11322043624085040680476429279821824.000000	2829176725886330732227585464336384.000000	-8492866898198709948248843815485440.000000
5467	-11322049417769640665893574769901568.000000	2829179622728307330454115988799488.000000	-8492869795041333911900211084525568.000000
5468	-11322055214746089801380300310183936.000000	2829182521216207927254684234940416.000000	-8492872693529881297664863771820032.000000
5469	-11322061015011810154452304990830592.000000	2829185421348744709308644354686976.000000	-8492875593663065445143660636143616.000000
5470	-11322066818564223792625287902003200.000000	2829188323124625828070084376002560.000000	-8492878495439598541015955829424128.000000
5471	-11322072625400741254199902065393664.000000	2829191226542561164375349237121024.000000	-8492881398858180089824552828272640.000000
5472	-11322078435518782300848837357469696.000000	2829194131601257716757022359158784.000000	-8492884303917524584091814998310912.000000
5473	-11322084248915757470872746799923200.000000	2829197038299420754365430252961792.000000	-8492887210616336140046564243537920.000000
5474	-11322090065589086525944320269221888.000000	2829199946635759005115413249916928.000000	-8492890118953328097289659322728448.000000
5475	-11322095885536168475149164718587904.000000	2829202856608976008775040950599680.000000	-8492893028927191889913371464564736.000000
5476	-11322101708754418468473951597101056.000000	2829205768217774728651630652162048.000000	-8492895940536643163361568641515520.000000
5477	-11322107535241237820847297071677440.000000	2829208681460859857434756562026496.000000	-8492898853780377963412540509650944.000000
5478	-11322113364994037070569854164008960.000000	2829211596336934358431735977345024.000000	-8492901768657102712138118186663936.000000
5479	-11322119198010217532570239041011712.000000	2829214512844698312646124678152192.000000	-8492904685165519219924114362859520.000000
5480	-11322125034287178215934058655907840.000000	2829217430982852377542230747906048.000000	-8492907603304325838391827908001792.000000
5481	-11322130873822313518060901534531584.000000	2829220350750096057662857663217664.000000	-8492910523072217460398043871313920.000000
5482	-11322136716613036283094429912268800.000000	2829223272145128857550808900698112.000000	-8492913444467907425543621011570688.000000
5483	-11322142562656727073376177032790016.000000	2829226195166648552366631026688000.000000	-8492916367490079097470298309525504.000000
5484	-11322148411950789509677768276705280.000000	2829229119813352340810118304104448.000000	-8492919292137437745328402276024320.000000
5485	-11322154264492613377712773742460928.000000	2829232046083937421581064995864576.000000	-8492922218408675956131708746596352.000000
5486	-11322160120279588463194763528503296.000000	2829234973977097534614751544344576.000000	-8492925146302490928580011984158720.000000
5487	-11322165979309106857680316946972672.000000	2829237903491527572767962998767616.000000	-8492928075817579861373106251628544.000000
5488	-11322171841578546817667958027845632.000000	2829240834625921275975979801509888.000000	-8492931006952626118152730529759232.000000
5489	-11322177707085305046400284510650368.000000	2829243767378971807713330091524096.000000	-8492933939706332662226202115702784.000000
5490	-11322183575826755188689801997975552.000000	2829246701749370025611532794068992.000000	-8492936874077385163078269203906560.000000
5491	-11322189447800289336093089801961472.000000	2829249637735809093145116048097280.000000	-8492939810064480819408726057287680.000000
5492	-11322195323003281133422653525196800.000000	2829252575336975832720332654903296.000000	-8492942747666305300702320870293504.000000
5493	-11322201201433108837177017197658112.000000	2829255514551561678429453843169280.000000	-8492945686881546582286811051065344.000000
5494	-11322207083087155315540723276709888.000000	2829258455378254029139484717613056.000000	-8492948627708901862861990862520320.000000
5495	-11322212967962787295797249723858944.000000	2829261397815740860178182686375936.000000	-8492951570147046435619067037483008.000000
